,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
239,12,386122.5155673143,22,"[120990078181.0, 120860140001.0, 120990080021.0, 121050161001.0, 120310103011.0, 120860052023.0, 120990058081.0, 120610502004.0, 120860091002.0, 120499703005.0]","[120860140001.0, 120990078181.0, 120990080021.0, 120860141001.0, 121113822002.0, 120860052023.0, 120990058081.0, 120860124004.0, 120610502004.0, 120010019022.0]","[120860080004, 120860080004, 120990005053, 120110920003, 120860046021, 120710103044, 120860080004, 120110920003, 120150304012, 120710103044]","[120860046021, 120150304012, 120990011021, 120860046021, 120860046021, 120860046021, 120860037026, 120150304012, 120150304012, 120150304012]",1000
240,12,386122.51556727005,23,"[120990078181.0, 120860140001.0, 120990080021.0, 121050161001.0, 120310103011.0, 120860052023.0, 120990058081.0, 120610502004.0, 120860091002.0, 120499703005.0]","[120860140001.0, 120990078181.0, 120990080021.0, 120860141001.0, 121113822002.0, 120860052023.0, 120990058081.0, 120860124004.0, 120610502004.0, 120010019022.0]","[120860080004, 120860080004, 120990005053, 120110920003, 120860046021, 120710103044, 120860080004, 120110920003, 120150304012, 120710103044]","[120860046021, 120150304012, 120990011021, 120860046021, 120860046021, 120860046021, 120860037026, 120150304012, 120150304012, 120150304012]",1000
241,12,386122.5155672402,24,"[120990078181.0, 120860140001.0, 120990080021.0, 121050161001.0, 120310103011.0, 120860052023.0, 120990058081.0, 120610502004.0, 120860091002.0, 120499703005.0]","[120860140001.0, 120990078181.0, 120990080021.0, 120860141001.0, 121113822002.0, 120860052023.0, 120990058081.0, 120860124004.0, 120610502004.0, 120010019022.0]","[120860080004, 120860080004, 120990005053, 120110920003, 120860046021, 120710103044, 120860080004, 120110920003, 120150304012, 120710103044]","[120860046021, 120150304012, 120990011021, 120860046021, 120860046021, 120860046021, 120860037026, 120150304012, 120150304012, 120150304012]",1000
242,13,25063.961902068615,1,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120990080021.0, 120310103011.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
243,13,25064.198301717515,2,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
244,13,25064.198906708345,3,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
245,13,25064.198877973446,4,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
246,13,25064.198878321167,5,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
247,13,25064.19887824215,6,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
248,13,25064.1988780707,7,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
249,13,25064.198877893137,8,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
250,13,25064.198877736475,9,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
251,13,25064.198877606228,10,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
252,13,25064.19887750067,11,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
253,13,25064.198877416122,12,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
254,13,25064.198877348772,13,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
255,13,25064.198877295265,14,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
256,13,25064.19887725281,15,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
257,13,25064.198877219136,16,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
258,13,25064.198877192444,17,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
259,13,25064.19887717129,18,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
260,13,25064.198877154526,19,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
261,13,25064.19887714123,20,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
262,13,25064.198877130693,21,"[121050116062.0, 121050161001.0, 120330036102.0, 121030250091.0, 120499703005.0, 120530406021.0, 121030245091.0, 120570111074.0, 121030250044.0, 121050160032.0]","[121050116062.0, 121050161001.0, 120330036102.0, 120499703005.0, 121050160032.0, 120310103011.0, 120990080021.0, 120950169023.0, 120090650011.0, 121270925001.0]","[120150304012, 121150020052, 121150020052, 121150020052, 121150020052, 120860046021, 120710107013, 121150019072, 120710104073, 120150103013]","[120150304012, 120860037026, 120150304012, 120990011021, 120860046021, 120860046021, 120710107013, 120860037026, 120860037026, 120860037026]",1000
